Time,Spinz_On_BIS,Spinz_away_BIS
(5.0200000000000005+0j),(0.37588036605363806+6.666063554969228e-22j),(0.7289466531794228-7.065134568478436e-17j)
(5.04+0j),(0.35750112839007664+0j),(0.7272747193957244-9.30206939849657e-17j)
(5.0600000000000005+0j),(0.33908837453178375-6.414011723719113e-22j),(0.7256195760627098-2.2964413884462868e-17j)
(5.08+0j),(0.3206454620245514-3.146187424309853e-22j),(0.7239860133824215+2.2678149442964906e-17j)
(5.1000000000000005+0j),(0.30217547020471724-6.17353531368655e-22j),(0.7223786445838277-1.7917083795551462e-16j)
(5.12+0j),(0.2836812209006411+3.028699117672713e-22j),(0.7208018968129009-1.5483299622066586e-16j)
(5.14+0j),(0.2651652981754869+0j),(0.7192600027137658-1.0923024302288598e-17j)
(5.16+0j),(0.2466300671765006+5.832858841642564e-22j),(0.7177569927003404+7.552111973820332e-17j)
(5.18+0j),(0.2280776921546852+0j),(0.7162966879176261-8.525279373867336e-17j)
(5.2+0j),(0.2095101537173184-2.8090129076295146e-22j),(0.7148826938915507-1.8947887277866966e-16j)
(5.22+0j),(0.19092926537439422-2.7570135942783917e-22j),(0.7135183948660524-1.1438592325957037e-16j)
(5.24+0j),(0.1723366894386415+2.706095850521089e-22j),(0.7122069488258432+4.109168276461917e-17j)
(5.26+0j),(0.15373395233741494+0j),(0.7109512832030416-8.11934108082087e-17j)
(5.28+0j),(0.13512245939341677-2.60733629113083e-22j),(0.7097540912655238-4.0109827712329956e-17j)
(5.3+0j),(0.11650350913000039-2.559411889992306e-22j),(0.7086178291845069+5.944638433297511e-17j)
(5.32+0j),(0.09787830715558489-5.024807729356611e-22j),(0.7075447137783988-6.852975358636611e-17j)
(5.34+0j),(0.07924797968075552+2.4662726723089953e-22j),(0.7065367209294471+2.902237530301171e-17j)
(5.36+0j),(0.06061358672052289-6.052448606501213e-22j),(0.7055955846690751-9.560176570374941e-17j)
(5.38+0j),(0.041976135033558674+1.1882429802500178e-22j),(0.7047227969270835+0j)
(5.4+0j),(0.023336590849343967+3.4991319718568208e-22j),(0.7039196079390506+3.2682329413987923e-17j)
(5.42+0j),(0.004695892433722504-4.579497089540357e-22j),(0.703187027305342-5.0761230362922286e-17j)
(5.44+0j),(-0.013945037457192992+2.2474312899056074e-22j),(0.7025258256940675+1.0034820272299166e-16j)
(5.46+0j),(-0.03258527918506544-8.823068406920444e-22j),(0.7019365371791909-2.9306932725520054e-17j)
(5.48+0j),(-0.05122390384983571-7.576522657441669e-22j),(0.7014194622037128+6.017042755191184e-17j)
(5.5+0j),(-0.06985996087322455-4.248515167308962e-22j),(0.7009746711564979+1.5559365044104807e-17j)
(5.5200000000000005+0j),(-0.08849246549566019-2.0843434203964806e-22j),(0.7006020085498625+1.2197104446242886e-16j)
(5.54+0j),(-0.10712038613680835-1.3292140047499089e-21j),(0.7003010977834977-1.4643118654339024e-16j)
(5.5600000000000005+0j),(-0.12574263156953702+0j),(0.7000713464786978+1.0858524264763109e-16j)
(5.58+0j),(-0.14435803785658635-9.837804922311826e-23j),(0.6999119523652036+1.4315444015882695e-16j)
(5.6000000000000005+0j),(-0.1629653549986121+9.64755629276415e-23j),(0.6998219097012471+3.3306558050535915e-17j)
(5.62+0j),(-0.18156323324145648+1.0405159081748766e-21j),(0.6998000162056558-5.763674732087369e-17j)
(5.64+0j),(-0.20015020898964972-2.7818058347917043e-22j),(0.6998448804791126-5.699648851522985e-17j)
(5.66+0j),(-0.2187246902721106+1.3631630648323396e-22j),(0.6999549298899247-1.2078307149564872e-16j)
(5.68+0j),(-0.23728494170490846-3.1165002432128217e-22j),(0.7001284188979158-5.574331837746496e-17j)
(5.7+0j),(-0.2558290688947643+3.0527469737160233e-22j),(0.7003634377883825+6.300558153792646e-17j)
(5.72+0j),(-0.2743550022256556+3.4164598391717566e-22j),(0.7006579217864103-1.9473169388835343e-16j)
(5.74+0j),(-0.2928604799695882+0j),(0.7010096605202945+0j)
(5.76+0j),(-0.3113430306611529+1.8409735161671157e-22j),(0.7014163078013603+9.143851166083818e-17j)
(5.78+0j),(-0.32979995467411144+2.0009402108485977e-23j),(0.701875391686105+1.5073689340156457e-17j)
(5.8+0j),(-0.34822830493686285+2.0543298807279746e-22j),(0.7023843247853807+7.454878128312466e-17j)
(5.82+0j),(-0.36662486672220845+0j),(0.7029404147842437+5.899154954049142e-17j)
(5.84+0j),(-0.38498613644559315+6.584525353110376e-22j),(0.7035408751351828+1.1670415385591778e-16j)
(5.86+0j),(-0.4033082994048178+1.641390037442613e-22j),(0.7041828358866645-4.32902705755922e-17j)
(5.88+0j),(-0.42158720639314845-4.715948540383089e-22j),(0.7048633546083869-1.9983656859617147e-16j)
(5.9+0j),(-0.43981834911702816+4.512117273736802e-22j),(0.7055794273742201+1.129585028859769e-16j)
(5.92+0j),(-0.4579968343490474+3.382434005895885e-23j),(0.7063279997636382+9.777145950548072e-17j)
(5.94+0j),(-0.476117356746733-4.611423780620225e-22j),(0.7071059778424653+5.526641055016101e-17j)
(5.96+0j),(-0.49417417026801247-2.8846138063775283e-22j),(0.7079102390839648-9.567260760706544e-17j)
(5.98+0j),(-0.5121610581151459+1.5580702824907076e-22j),(0.7087376431917375+1.2168036362915304e-16j)
(6+0j),(-0.530071301140451+7.2644864421386645e-22j),(0.7095850427865297-2.674826151508551e-17j)
(6.0200000000000005+0j),(-0.5478976446495738-2.3498154907342264e-22j),(0.7104492939198811-2.6459483323076447e-17j)
(6.04+0j),(-0.5656322635413645-2.277841007462517e-22j),(0.7113272663785865-2.61736610883502e-17j)
(6.0600000000000005+0j),(-0.5832667257279461+0j),(0.7122158537451654-1.553442844087279e-16j)
(6.08+0j),(-0.6007919537843974-2.1329014295178204e-22j),(0.713111983180954+5.122113179716119e-17j)
(6.1000000000000005+0j),(-0.6181981847848136+3.08984023760971e-22j),(0.7140126249000073-5.066628912174901e-17j)
(6.12+0j),(-0.635474928290729-9.932531926107453e-23j),(0.7149148013037419+2.5058382333911958e-17j)
(6.140000000000001+0j),(-0.6526109224691464+9.563658910888841e-23j),(0.7158155957481555+2.4786215734551242e-17j)
(6.16+0j),(-0.6695940883310203+6.894628886097935e-22j),(0.7167121609174589-1.7161609812038038e-16j)
(6.18+0j),(-0.6864114820974963+2.205024041759635e-22j),(0.7176017267801152+4.849887246689676e-17j)
(6.2+0j),(-0.7030492457205744+2.1113741420550088e-22j),(0.7184816081054978-2.398471685247439e-17j)
(6.22+0j),(-0.719492555607936-2.42074440500388e-22j),(0.7193492115217262-9.488951977133983e-17j)
(6.24+0j),(-0.735725569628545+7.691207142780774e-23j),(0.7202020420975892+9.384952766593179e-17j)
(6.26+0j),(-0.7517313725070625+3.655942038408231e-22j),(0.7210377094339265+0j)
(6.28+0j),(-0.7674919197514243+6.931448075802757e-23j),(0.7218539332522791+2.2949246283864966e-17j)
(6.3+0j),(-0.7829879802998273+0j),(0.7226485484710932+1.0213217653086788e-16j)
(6.32+0j),(-0.7981990781212918-6.168647097030108e-23j),(0.7234195097622313+1.683377391153683e-16j)
(6.34+0j),(-0.8131034330587004+2.893586904638353e-22j),(0.7241648955829724+4.439239509682297e-17j)
(6.36+0j),(-0.8276779012651574+2.1625543187429853e-22j),(0.72488291168109+4.389902495349302e-17j)
(6.38+0j),(-0.8418979156545388-1.5080850043213607e-22j),(0.7255718940729392-4.340991140576493e-17j)
(6.4+0j),(-0.8557374268655735-9.29927430821248e-23j),(0.7262303114967592-1.0731254445677725e-16j)
(6.42+0j),(-0.8691688453264995-8.55066204093754e-23j),(0.7268567673455879+1.5916617131092758e-16j)
(6.44+0j),(-0.8821629851046713+7.810076923932705e-23j),(0.7274500010862907+0j)
(6.46+0j),(-0.8946890103329111+7.079799680703624e-23j),(0.7280088891731948-6.2243042775868e-17j)
(6.48+0j),(-0.9067143851221815+6.362400010607075e-23j),(0.728532445466706-1.641083003075031e-16j)
(6.5+0j),(-0.9182048279984787+5.660759452877394e-23j),(0.7290198211690446-5.0703615536924714e-17j)
(6.5200000000000005+0j),(-0.9291242720405164+0j),(0.7294703042908673-1.2532125623269991e-16j)
(6.54+0j),(-0.939434832043418-1.079495877908222e-22j),(0.7298833186640497+7.433774036373065e-17j)
(6.5600000000000005+0j),(-0.9490967801914364-9.210965052426465e-23j),(0.7302584225172591+1.175845944284361e-16j)
(6.58+0j),(-0.9580685318884735+7.70418196699052e-23j),(0.7305953066321874+2.9060256007691205e-17j)
(6.6000000000000005+0j),(-0.9663066435670062-7.543942818936817e-23j),(0.7308937920993848+2.1545562781817718e-17j)
(6.62+0j),(-0.9737658244714842+1.9885716497137656e-23j),(0.7311538276936038-3.313057038444629e-17j)
(6.640000000000001+0j),(-0.9803989645881496+0j),(0.7313754868893556+6.37443384671323e-17j)
(6.66+0j),(-0.9861571810653259-1.082732953650809e-23j),(0.7315589645380725+2.8238585087306313e-16j)
(6.68+0j),(-0.9909898856314515+1.4319471168765043e-23j),(0.7317045732288051+8.685094553438167e-17j)
(6.7+0j),(-0.9948448756661756+4.162036672055284e-24j),(0.731812739354811+1.8072709422728213e-17j)
(6.72+0j),(-0.9976684517052978+3.8252910377579046e-24j),(0.7318839989086737+1.1610985101116105e-16j)
(6.74+0j),(-0.9994055642543332+1.4864675563811683e-24j),(0.7319189930287886-3.5310892011566146e-17j)
(6.76+0j),(-0.9999999928380569+3.639642270498946e-29j),(0.7319184633201004+1.9631124171443323e-16j)
(6.78+0j),(-0.9993945602130243+1.5632056613331066e-24j),(0.7318832469719583-1.7246383093621727e-17j)
(6.8+0j),(-0.9975313846041998-1.2952910568414441e-23j),(0.7318142716958148+1.2783699991653679e-16j)
(6.82+0j),(-0.9943521726817431-2.007360508048665e-23j),(0.7317125505052775+5.0536623251870085e-17j)
(6.84+0j),(-0.989798555755188-1.841917139423361e-23j),(0.7315791763607079+4.994462488958885e-17j)
(6.86+0j),(-0.9838124713148853-2.9692506008750325e-23j),(0.7314153167002033-5.758527766082706e-17j)
(6.88+0j),(-0.9763365915798881-8.818297200903845e-23j),(0.7312222078783265-4.064931665219889e-17j)
(6.9+0j),(-0.9673148001036992+3.092804253045378e-23j),(0.7310011495334604+9.64114761871206e-17j)
(6.92+0j),(-0.9566927167323147+8.32296088525423e-23j),(0.7307534989040974-4.7638483512255915e-17j)
(6.94+0j),(-0.94441827029366+1.0845637343282505e-22j),(0.7304806651137573-4.7077414073096444e-17j)
(6.96+0j),(-0.9304423173185179+6.888950458722505e-23j),(0.7301841034436019-9.304505111155973e-17j)
(6.98+0j),(-0.9147193038507584+0j),(0.7298653096111083+3.064920771289691e-17j)
(7+0j),(-0.8972079660059761-3.144827075535597e-22j),(0.7295258140724831+7.571877242133777e-17j)
(7.0200000000000005+0j),(-0.8778720633980094+3.7898380820494796e-22j),(0.7291671763657336-4.489487019181751e-17j)
(7.04+0j),(-0.856681137897019+4.509584448644185e-22j),(0.7287909795105988+2.9576412233906854e-17j)
(7.0600000000000005+0j),(-0.8336112884466377+5.306776564191892e-22j),(0.7283988244807639+1.4613497340063188e-17j)
(7.08+0j),(-0.8086459508982594-4.1224958599599335e-22j),(0.7279923247630071+1.4440824259010157e-17j)
(7.1000000000000005+0j),(-0.7817766700765926-2.3807870526644377e-22j),(0.7275731010171755-1.427017988675751e-17j)
(7.12+0j),(-0.7530038496423168-5.455983243213176e-22j),(0.7271427758500875+1.2691400747404413e-16j)
(7.140000000000001+0j),(-0.7223374638449475+9.30932818812974e-22j),(0.7267029687157017+9.754461548361306e-17j)
(7.16+0j),(-0.6897977140492015+0j),(0.726255290953117+2.7540672803389894e-17j)
(7.18+0j),(-0.6554156120630086+1.181078583731861e-21j),(0.7258013409732063+1.6329264012212455e-16j)
(7.2+0j),(-0.619233471885943+4.394913374575065e-22j),(0.725342699603932-2.6894169384412197e-17j)
(7.22+0j),(-0.5813052916190443+1.4638021285440738e-21j),(0.7248809256036443+1.4617260273621468e-16j)
(7.24+0j),(-0.5416970080041392+1.0778268466058807e-21j),(0.7244175513509317+3.9395125229500424e-17j)
(7.26+0j),(-0.5004866074485989-1.77687353814399e-21j),(0.7239540787188711-7.78616462145034e-17j)
(7.28+0j),(-0.4577640794699353-6.478978872314159e-22j),(0.7234919751408018+1.0259281565624847e-16j)
(7.3+0j),(-0.41363120126405095+0j),(0.7230326698740746-1.0138540871539119e-16j)
(7.32+0j),(-0.3682011455253449-4.589800053378989e-21j),(0.7225775504675109+1.001931811344093e-16j)
(7.34+0j),(-0.3215979076529164-2.4778177773261802e-21j),(0.7221279594376602+7.426200086445001e-17j)
(7.36+0j),(-0.2739555529527122-1.7763308596840693e-21j),(0.721685191158263+1.7124403067442412e-16j)
(7.38+0j),(-0.22541728924278756+9.513359982492626e-21j),(0.7212504889666994-9.670623121505907e-17j)
(7.4+0j),(-0.17613437520882377-1.1166336694957314e-20j),(0.7208250424905402+5.973334547687914e-17j)
(7.42+0j),(-0.12626487973916822+0j),(0.720409985196727+2.361373636049158e-16j)
(7.44+0j),(-0.07597231207980218-4.572570429354895e-21j),(0.7200063921652597+0j)
(7.46+0j),(-0.02542414677766341-7.239935729569799e-21j),(0.7196152780886951-4.613045983185774e-17j)
(7.48+0j),(0.025209729171470668+1.269349679934742e-21j),(0.7192375954981529+7.978685710881794e-17j)
(7.5+0j),(0.0757586169578432+3.992581118446465e-21j),(0.7188742332159539+1.1265358479804407e-17j)
(7.5200000000000005+0j),(0.12605262274856588-2.7816659985763204e-21j),(0.7185260150344365-4.4537207798688866e-17j)
(7.54+0j),(0.17592425845840742-5.795703683933201e-21j),(0.7181936986199403+1.3205917678783082e-16j)
(7.5600000000000005+0j),(0.2252099948690975-2.0315011052089382e-20j),(0.7178779746404038+1.4140392591146956e-16j)
(7.58+0j),(0.2737517370754791+5.453703851410719e-21j),(0.71757946611446-5.375580469457075e-17j)
(7.6000000000000005+0j),(0.3213981948295134-4.0220189439557075e-21j),(0.7172987279794087+3.188015025278318e-17j)
(7.62+0j),(0.36800612379732894-4.969169523928198e-21j),(0.7170362468749132+2.1007740114480393e-17j)
(7.640000000000001+0j),(0.4134414178704385-1.4456245431590002e-20j),(0.716792441138751-8.825208512447781e-17j)
(7.66+0j),(0.45758003728157537-3.047910506281826e-20j),(0.7165676610104749-3.5920075089671396e-17j)
(7.68+0j),(0.5003087621569359+1.3342732093189567e-20j),(0.7163621890383329+3.043406483061131e-17j)
(7.7+0j),(0.54152576607706+1.812729650681127e-21j),(0.7161762406843378+5.5154024263908105e-17j)
(7.72+0j),(0.5811410090166172+1.8426860917256975e-21j),(0.7160099651219138-2.973841230092341e-17j)
(7.74+0j),(0.6190764535109038-3.7377231626317055e-21j),(0.7158634462201104-1.0289017673314497e-16j)
(7.76+0j),(0.655266111904911-9.456252501122548e-22j),(0.7157367037079442+1.6951834568934708e-16j)
(7.78+0j),(0.6896559359681513-1.909878399451628e-21j),(0.7156296945120149+1.122172945118755e-16j)
(7.8+0j),(0.7222035629303779+5.774399104945617e-21j),(0.7155423142601643+4.0232120654616824e-17j)
(7.82+0j),(0.7528779340750863+1.258461808439299e-20j),(0.7154743989435715-1.403738497754242e-17j)
(7.84+0j),(0.7816588034181023+8.747409023240397e-21j),(0.7154257267293149+1.0407914280622322e-16j)
(7.86+0j),(0.808536154728635+1.9482450037624596e-21j),(0.7153960199151339+1.371904085344278e-17j)
(7.88+0j),(0.8335095452745792+1.949366054330692e-21j),(0.7153849470177883-6.78140869496508e-17j)
(7.9+0j),(0.8565873942667748+9.736940894227909e-22j),(0.7153921249861602+3.575604257733281e-17j)
(7.92+0j),(0.8777862331232473-2.768032812870657e-20j),(0.7154171215299833+1.5907325128871687e-16j)
(7.94+0j),(0.8971299334661569+2.902223123802848e-21j),(0.7154594575548545-1.5726660491184108e-16j)
(7.96+0j),(0.9146489272922412+7.217172270076375e-21j),(0.7155186096940024-5.182729161571544e-17j)
(7.98+0j),(0.9303794321098834+5.735869717220328e-21j),(0.7155940129271142+2.5619781503235577e-17j)
(8+0j),(0.9443626920922013+0j),(0.7156850632763887-5.910204268894042e-17j)
(8.02+0j),(0.9566442445261406+8.461346091599369e-21j),(0.7157911205698889-5.0085163761681834e-17j)
(8.040000000000001+0j),(0.9672732191010682-1.3496850769405173e-20j),(0.7159115112621826+0j)
(8.06+0j),(0.976301675924222-3.682641238701516e-21j),(0.716045531302249-8.159675381533956e-17j)
(8.08+0j),(0.9837839866101225-1.8422759191337152e-20j),(0.7161924490386036+3.226962776388211e-17j)
(8.1+0j),(0.9897762613917472+4.041981577013375e-21j),(0.7163515081516316-4.7857312147455226e-17j)
(8.120000000000001+0j),(0.9943358239582913+2.6472164370188148e-20j),(0.7165219306031944+9.463311014565968e-17j)
(8.14+0j),(0.9975207346446406-1.0918509537114292e-21j),(0.7167029195936527-1.0915814963455973e-16j)
(8.16+0j),(0.999389361681653-1.8822129876256453e-20j),(0.7168936625166126-6.167164731863198e-17j)
(8.18+0j),(0.9999999994587268-8.279928440222521e-21j),(0.7170933339018256-4.57314678203978e-17j)
(8.2+0j),(0.9994105321417391+7.50020559325733e-21j),(0.7173010983369028+0j)
(8.22+0j),(0.9976781405182182-7.067634179817902e-21j),(0.7175161133587235-4.470472267251933e-17j)
(8.24+0j),(0.9948590495937415+5.335365087781146e-21j),(0.7177375323056655+1.0313346206463586e-16j)
(8.26+0j),(0.9910083142243065-5.53779617268139e-21j),(0.7179645071220835-8.74021372091261e-17j)
(8.28+0j),(0.9861796399239983+6.020271479008167e-21j),(0.7181961911067767-4.3207674313596623e-17j)
(8.3+0j),(0.9804252359210673-3.621718592857967e-21j),(0.7184317415975243+0j)
(8.32+0j),(0.9737956975349616+2.6184406358923308e-21j),(0.7186703225841289+2.8158213684624643e-17j)
(8.34+0j),(0.9663399149991987-1.0273488391893216e-20j),(0.7189111072428127+8.352039253187175e-17j)
(8.36+0j),(0.9581050059488442-1.1513321172589978e-20j),(0.7191532803851989+8.257666939611578e-17j)
(8.38+0j),(0.9491362689166788-2.857031563762091e-20j),(0.7193960408155603+1.3607219855212738e-17j)
(8.4+0j),(0.9394771553301131+1.2445515309080344e-20j),(0.7196386035904402+1.3453365665636608e-17j)
(8.42+0j),(0.9291692576641022+9.146756217095029e-21j),(0.7198802021752354-5.320476728419433e-17j)
(8.44+0j),(0.9182523115773588+2.6552766920311377e-21j),(0.7201200904927691+3.94520257315889e-17j)
(8.46+0j),(0.9067642100350611-6.502793701364633e-21j),(0.7203575448594027+0j)
(8.48+0j),(0.8947410275967005-5.732393348330692e-21j),(0.7205918658046825-5.141810121936984e-17j)
(8.5+0j),(0.8822170532195883+1.0604450639728436e-20j),(0.7208223797710547-3.8126548367076336e-17j)
(8.52+0j),(0.8692248300943092-8.552118941892752e-21j),(0.7210484406906303-3.769423757940183e-17j)
(8.540000000000001+0j),(0.8557952011862746-1.5552276630818763e-20j),(0.7212694314365329-7.453316993468759e-17j)
(8.56+0j),(0.8419573593061581+1.4056673788260857e-20j),(0.7214847651468078+1.228117796322089e-17j)
(8.58+0j),(0.8277389006707865+0j),(0.7216938864194096+2.4283353053606757e-17j)
(8.6+0j),(0.813165881044367-2.807350758877518e-21j),(0.7218962723772304-1.2003673026542442e-17j)
(8.620000000000001+0j),(0.7982628736677839+0j),(0.7220914336026459+7.120290232534552e-17j)
(8.64+0j),(0.7830530282911641+0j),(0.722278914941504+5.866046044746522e-17j)
(8.66+0j),(0.7675581307222529+0j),(0.722458296176944-8.118937499639507e-17j)
(8.68+0j),(0.7517986623909477+0j),(0.7226291925738854-2.2932610124207514e-17j)
(8.700000000000001+0j),(0.735793859508759+1.5155854290226478e-21j),(0.7227912552954507-5.667772923180632e-17j)
(8.72+0j),(0.7195617714721084-9.8935521218299e-22j),(0.7229441716930002-1.0085570954883902e-16j)
(8.74+0j),(0.7031193182203077+0j),(0.7230876654718585+0j)
(8.76+0j),(0.6864823463138292+0j),(0.7232214967351802-7.666142451653092e-17j)
(8.78+0j),(0.6696656835464331+1.858279535897296e-21j),(0.7233454619087769-4.3305612286528307e-17j)
(8.8+0j),(0.6526831919466476+0j),(0.7234593935500531-1.7659163438573901e-16j)
(8.82+0j),(0.6355478190604062+0j),(0.7235631600445109+1.1108979133944564e-16j)
(8.84+0j),(0.6182716474381065+8.731249504189337e-22j),(0.7236566651936021-1.0458761261635515e-16j)
(8.86+0j),(0.6008659422762703-1.710701140047238e-21j),(0.7237398476979453+6.203312812169e-17j)
(8.88+0j),(0.5833411971870082-1.6760202762544947e-21j),(0.7238126805402003+3.321580815624751e-17j)
(8.9+0j),(0.5657071780879548-1.6421886099285208e-21j),(0.7238751702721148+6.440618959617808e-17j)
(8.92+0j),(0.5479729652217169+8.045934490762646e-22j),(0.7239273562104451+2.1846327432632285e-17j)
(8.94+0j),(0.5301469933275821+0j),(0.7239693095466535-7.033885593549925e-17j)
(8.96+0j),(0.5122370899994324-1.5455943412958324e-21j),(0.7240011323754377+5.611197078281289e-17j)
(8.98+0j),(0.4942505122730751-1.5149632865819131e-21j),(0.7240229566472648-2.4115830759327272e-17j)
(9+0j),(0.47619398149352843+0j),(0.7240349430502244+9.535295668323136e-18j)
(9.02+0j),(0.4580737165186721+7.279649322265602e-22j),(0.7240372798265797-1.555204747103763e-16j)
(9.040000000000001+0j),(0.4398954653201832+7.137433007816121e-22j),(0.7240301815294786+1.6304548708694218e-16j)
(9.06+0j),(0.42166453504598717+0j),(0.724013887725329-3.6837961952491146e-17j)
(9.08+0j),(0.40338582061085676-6.863224818317848e-22j),(0.7239886616473825-3.641315912949452e-17j)
(9.1+0j),(0.385063831883447+0j),(0.723954788806047+0j)
(9.120000000000001+0j),(0.3667027195388248-1.3203950598907479e-21j),(0.7239125755614867+0j)
(9.14+0j),(0.3483062996459652+0j),(0.723862347663995-2.6375252406512277e-17j)
(9.16+0j),(0.32987807705955435+0j),(0.7238044487676017-1.7380451921757173e-17j)
(9.18+0j),(0.3114212676849131+6.232660265673582e-22j),(0.7237392389223145+6.871876419186728e-17j)
(9.200000000000001+0j),(0.29293881968409435+6.115182622787686e-22j),(0.723667093050311-1.6981199466515244e-16j)
(9.22+0j),(0.2744334336901828+1.8001081639720246e-21j),(0.7235883994113035+6.713983078656146e-17j)
(9.24+0j),(0.25590758209559933+0j),(0.7235035580621965+4.977283883487457e-17j)
(9.26+0j),(0.23736352747905598+5.77831332246667e-22j),(0.7234129793160456-1.6399145758722017e-17j)
(9.28+0j),(0.21880334023420567+0j),(0.7233170822051732+6.48381467224864e-17j)
(9.3+0j),(0.20022891546190405+1.113158707972487e-21j),(0.7232162929531817+6.408839828697674e-17j)
(9.32+0j),(0.18164198918631339+0j),(0.7231110434604295+9.502088961592445e-17j)
(9.34+0j),(0.16304415395391073+1.0724199263562222e-21j),(0.7230017698073915+1.5653663245875183e-17j)
(9.36+0j),(0.14443687387295803+1.5790048722811234e-21j),(0.7228889107801367+0j)
(9.38+0j),(0.1258214991498151+5.166553522648146e-22j),(0.7227729064219999-6.117472160049503e-17j)
(9.4+0j),(0.10719928017725283+0j),(0.7226541966153127-1.2093447986900904e-16j)
(9.42+0j),(0.08857138122868832+0j),(0.7225332196968963-1.6436193383503888e-16j)
(9.44+0j),(0.06993889381151241+0j),(0.7224104111107982-1.1815370122081499e-16j)
(9.46+0j),(0.05130284973151156-9.59461360348127e-22j),(0.7222862021015674+8.759067710866998e-17j)
(9.48+0j),(0.03266423391982186-9.418181392625456e-22j),(0.7221610184511482+5.771869892272907e-17j)
(9.5+0j),(0.014023997073065694+1.155590462034936e-21j),(0.7220352792622775+7.131439195992997e-17j)
(9.52+0j),(-0.004616931843110549+1.1342617350781957e-21j),(0.7219093957910385-1.5507840948058145e-16j)
(9.540000000000001+0j),(-0.023257633177248212-1.3359221503129113e-21j),(0.7217837703310314+0j)
(9.56+0j),(-0.04189718421254663+8.740743064028692e-22j),(0.7216587951513941+1.6528968520416618e-16j)
(9.58+0j),(-0.06053464677506178+0j),(0.7215348514906903-1.3615044732547024e-16j)
(9.6+0j),(-0.07916905478016627+0j),(0.7214123086084774-1.8840953687600967e-16j)
(9.620000000000001+0j),(-0.09779940166757349+0j),(0.7212915228961335-2.6604916645136954e-17j)
(9.64+0j),(-0.11642462767497687-2.025444116438597e-22j),(0.7211728370483265+7.889356438533606e-17j)
(9.66+0j),(-0.13504360689982395+7.947024669887161e-22j),(0.7210565792962792+7.798326699566477e-17j)
(9.68+0j),(-0.1536551340982734+1.3639511231256515e-21j),(0.7209430627037798+3.2118223767839795e-16j)
(9.700000000000001+0j),(-0.17225791116956096-3.8212968946610197e-22j),(0.7208325845266856+1.269914230949956e-17j)
(9.72+0j),(-0.19085053327321144-7.4926606755344945e-22j),(0.7207254256364375+2.510549895730945e-17j)
(9.74+0j),(-0.20943147452567457+1.8360206889816862e-22j),(0.7206218500079238-2.48161818920443e-17j)
(9.76+0j),(-0.22799907322170482+1.7991843716799702e-22j),(0.7205221042718233-2.0850749351899135e-16j)
(9.78+0j),(-0.2465515165248506+1.7626260257869806e-22j),(0.7204264173313502+1.3336286351116197e-16j)
(9.8+0j),(-0.2650868245700619+0j),(0.7203350000431509+0j)
(9.82+0j),(-0.2836028339200758+8.451123688219014e-23j),(0.7202480449619065-1.184639982414828e-16j)
(9.84+0j),(-0.3020971803160618+9.925942186488309e-22j),(0.7201657261480022-1.4052135934147986e-16j)
(9.86+0j),(-0.3205672806612899+7.283630096509401e-22j),(0.7200881990374745+8.102809162866135e-17j)
(9.88+0j),(-0.3390103141755243+1.582979232470608e-22j),(0.7200156003732473-2.0596257605011165e-16j)
(9.9+0j),(-0.3574232026561483+8.511144030214665e-22j),(0.7199480481965274-2.940824838861927e-16j)
(9.92+0j),(-0.3758025897808964+0j),(0.7198856418970634+8.944736412997944e-17j)
(9.94+0j),(-0.3941448193857173-9.598535931063365e-22j),(0.7198284623208073+3.315753982473475e-17j)
(9.96+0j),(-0.4124459126501854+2.522383525444925e-22j),(0.7197765719334056-3.823968347450759e-17j)
(9.98+0j),(-0.4307015441220707-7.030150993302574e-23j),(0.7197300150377779+1.4580314796898057e-16j)
