Time,Spinz_On_BIS,Spinz_away_BIS
(10+0j),(-0.44890701651186393+2.7413571723344235e-22j),(0.7196888180439278-5.871977296200067e-17j)
(10.02+0j),(-0.4670572341879003+1.6691053533992484e-23j),(0.7196529897890187+5.672706524080063e-17j)
(10.040000000000001+0j),(-0.48514667530263195+5.605497037315697e-22j),(0.7196225219056064-5.020816430211066e-17j)
(10.06+0j),(-0.5031693624814099-2.854509824469823e-22j),(0.7195973892358487+1.804824354946224e-17j)
(10.08+0j),(-0.5211188320061243-2.764422141075228e-22j),(0.7195775502893867-8.92071642146347e-17j)
(10.1+0j),(-0.5389881014282323+2.83304238248305e-22j),(0.7195629477425277-9.826356705468934e-17j)
(10.120000000000001+0j),(-0.5567696355483639-4.627793000606525e-22j),(0.7195535089762656-1.992578875217036e-17j)
(10.14+0j),(-0.5744553107037186-2.5219847586295357e-22j),(0.7195491466506119-6.894178321940417e-17j)
(10.16+0j),(-0.5920363773095942-4.880918864001144e-22j),(0.7195497593126464+2.434023108189082e-17j)
(10.18+0j),(-0.6095034206078558+1.0482370713923584e-22j),(0.7195552320356473+1.5399481313515526e-16j)
(10.200000000000001+0j),(-0.6268463195835496-5.058195470781063e-22j),(0.719565437086612-1.7126206583909103e-16j)
(10.22+0j),(-0.6440542040209515+4.8742453832714304e-23j),(0.7195802346194563-1.598973367982085e-16j)
(10.24+0j),(-0.6611154096827737+9.378643980236523e-23j),(0.7195994733911389-1.5806869553957456e-16j)
(10.26+0j),(-0.6780174316112634-4.0530860385793374e-22j),(0.7196229914979603-2.5737155724309684e-16j)
(10.28+0j),(-0.6947468755677162-8.63317694882338e-23j),(0.719650617129263-2.7260273210762568e-17j)
(10.3+0j),(-0.7112894076481686+1.651537430406862e-22j),(0.7196821693357691+1.3474337611591056e-16j)
(10.32+0j),(-0.7276297021378706+2.3641560897985987e-22j),(0.7197174588098075+5.328136516730196e-17j)
(10.34+0j),(-0.7437513876963403+1.5003718149897828e-22j),(0.719756288674682-1.4045999217041743e-16j)
(10.36+0j),(-0.7596369919984037-7.121942415235675e-23j),(0.7197984552804865-5.207065399304535e-17j)
(10.38+0j),(-0.7752678849958999+1.3482142747794665e-22j),(0.7198437490036861-1.5442723558927617e-16j)
(10.4+0j),(-0.7906242210093481-1.2719230964492797e-22j),(0.7198919550478391-2.0355072522346844e-16j)
(10.42+0j),(-0.805684879910261-1.1956039252522093e-22j),(0.7199428542428815-5.0306374346354135e-17j)
(10.44+0j),(-0.8204274077129791-1.6790434378834984e-22j),(0.7199962238404549-1.326179672984425e-16j)
(10.46+0j),(-0.8348279569608067+5.2166093680654736e-23j),(0.7200518383028272+0j)
(10.48+0j),(-0.8488612273654422+4.8381309957654717e-23j),(0.7201094700830207+3.240142413679722e-17j)
(10.5+0j),(-0.8625004072416647+8.924404675139024e-23j),(0.7201688903938508+8.007834178331786e-17j)
(10.52+0j),(-0.8757171163717138+1.635906957481498e-22j),(0.7202298699636541-6.333094912881053e-17j)
(10.540000000000001+0j),(-0.8884813510361278-2.2331390239121995e-22j),(0.7202921797765821+1.565189228867657e-17j)
(10.56+0j),(-0.9007614320603317-6.719612841114252e-23j),(0.7203555917954275-4.6419321816667714e-17j)
(10.58+0j),(-0.9125239568494218+0j),(0.720419879665053-1.5296356577323627e-17j)
(10.6+0j),(-0.9237337565169597-5.317121325413117e-23j),(0.7204848193945952+6.04864599686082e-17j)
(10.620000000000001+0j),(-0.9343538593574734-4.645253545295134e-23j),(0.7205501900167313+7.474428871708708e-17j)
(10.64+0j),(-0.9443454620655785-3.997868007863805e-23j),(0.7206157742223938-4.4334181472239327e-17j)
(10.66+0j),(-0.9536679102667172-6.758254278279906e-23j),(0.7206813589694542+4.3827597961887535e-17j)
(10.68+0j),(-0.9622786900934658+2.7936147443861376e-23j),(0.7207467360639933+5.776900295983296e-17j)
(10.700000000000001+0j),(-0.9701334327154052-2.2463602045169343e-23j),(0.7208117027129114+0j)
(10.72+0j),(-0.9771859339067059-1.7428617593569993e-23j),(0.7208760620467463-7.056999717598361e-17j)
(10.74+0j),(-0.9833881909100886+0j),(0.7209396236116831-8.371591058232272e-17j)
(10.76+0j),(-0.9886904590242592+8.915992647696072e-24j),(0.7210022038298816+0j)
(10.78+0j),(-0.9930413304983485-2.2294448442919648e-23j),(0.7210636264273463+6.81770147951895e-17j)
(10.8+0j),(-0.9963878384547499+0j),(0.721123722828712+2.69589184014809e-17j)
(10.82+0j),(-0.998675588672572+1.09516155255585e-24j),(0.7211823325184131+3.997582421435883e-17j)
(10.84+0j),(-0.9998489221386592-1.2694055054708324e-25j),(0.7212393033678571-5.269131668157193e-17j)
(10.86+0j),(-0.9998511113007031+5.0847504183166755e-25j),(0.7212944919283147+1.3022102445929625e-17j)
(10.88+0j),(-0.9986245929255761+0j),(0.7213477636893779+9.011152397401988e-17j)
(10.9+0j),(-0.9961112403623223+0j),(0.7213989933029363+6.362863506519214e-17j)
(10.92+0j),(-0.9922526778191906-2.0816379318244398e-23j),(0.7214480647727531-1.2580039867386847e-17j)
(10.94+0j),(-0.9869906389729098+0j),(0.7214948716098191-2.4871989345287277e-17j)
(10.96+0j),(-0.9802673718212191-5.472071342126846e-23j),(0.7215393169537694+6.146786494771883e-17j)
(10.98+0j),(-0.972026091152174-2.6265312748137766e-23j),(0.7215813136607722+0j)
(11+0j),(-0.9622114793227272+0j),(0.7216207843583612+1.2013527870480165e-17j)
(11.02+0j),(-0.9507702352040143+9.533572421535759e-23j),(0.7216576614678261-4.7503475994629514e-17j)
(11.040000000000001+0j),(-0.9376516701539082-6.128931576512715e-23j),(0.7216918871948176+1.056578647429261e-16j)
(11.06+0j),(-0.9228083487165306-1.5403704819084308e-22j),(0.7217234134889597+8.703894054718811e-17j)
(11.08+0j),(-0.9061967704264718-1.8994518880299315e-22j),(0.7217522019732971-1.3766568207346822e-16j)
(11.1+0j),(-0.8877780876240331-1.1526358944664027e-22j),(0.7217782238445247+7.371383821977156e-17j)
(11.120000000000001+0j),(-0.8675188525862119+0j),(0.7218014597449885+1.0089474050561356e-16j)
(11.14+0j),(-0.8453917855772006+3.265344333506578e-22j),(0.7218218996075318+9.142594531157033e-17j)
(11.16+0j),(-0.821376553662611+0j),(0.7218395424743168+1.328268621110098e-16j)
(11.18+0j),(-0.7954605483669324+2.2174514826079707e-22j),(0.7218543962908044-1.230117058463462e-16j)
(11.200000000000001+0j),(-0.767639648548185+2.5507678392469885e-22j),(0.721866477676144+3.7466842447747626e-17j)
(11.22+0j),(-0.737918953292546-2.91190006234843e-22j),(0.7218758116712424+1.0581940808218122e-17j)
(11.24+0j),(-0.7063134682790722+0j),(0.7218824314658532-6.014765649368139e-17j)
(11.26+0j),(-0.6728487280205876+0j),(0.7218863781060406-6.204216490948952e-17j)
(11.28+0j),(-0.6375613357429486+0j),(0.7218877001834149-5.621892409050753e-17j)
(11.3+0j),(-0.6004994025112909+4.633682397387213e-22j),(0.7218864535075538-2.020846539338708e-17j)
(11.32+0j),(-0.5617228676276992+0j),(0.7218827007630497-1.0986994540045627e-16j)
(11.34+0j),(-0.5213036833768205-5.652904003586368e-22j),(0.7218765111526352+0j)
(11.36+0j),(-0.4793258489264273-6.198048372761814e-22j),(0.7218679600278466-6.832007391684756e-17j)
(11.38+0j),(-0.435885280616122+0j),(0.7218571285086935+3.859148858549609e-17j)
(11.4+0j),(-0.39108950897036787+7.35016253666583e-22j),(0.7218441030938014+6.675908277979313e-17j)
(11.42+0j),(-0.3450571964989492+1.5905054870624873e-21j),(0.7218289752624859-2.828224792453071e-17j)
(11.44+0j),(-0.29791747460481416+8.568888468584649e-22j),(0.7218118410702135-2.0501956433180516e-16j)
(11.46+0j),(-0.24980910257613217+0j),(0.7217928007388862-3.684785544752786e-17j)
(11.48+0j),(-0.20087945653199077+0j),(0.7217719582433715-1.8212162023942828e-17j)
(11.5+0j),(-0.15128336112830973-1.0471109996880659e-21j),(0.7217494208956708-1.6202537007753456e-16j)
(11.52+0j),(-0.10118178160433618+0j),(0.7217252989281062+7.118348947466661e-17j)
(11.540000000000001+0j),(-0.05074039814543095+0j),(0.721699705076864+3.518259338904992e-17j)
(11.56+0j),(-0.00012808834973422725+1.2381023198544692e-21j),(0.7216727541672033+1.7389066359154236e-17j)
(11.58+0j),(0.05048465337233021+0j),(0.7216445627016066-3.437831213634777e-17j)
(11.6+0j),(0.1009273285175391+1.3610359880808939e-21j),(0.7216152484521012+8.495770371877e-17j)
(11.620000000000001+0j),(0.15103104729077496+1.4201112140479844e-21j),(0.7215849300579515-1.6796195520048094e-17j)
(11.64+0j),(0.20063010944731235+0j),(0.7215537266298567+6.641238295617307e-17j)
(11.66+0j),(0.24956352221990408+0j),(0.7215217573617595+1.641221694680684e-17j)
(11.68+0j),(0.2976764264886668+0j),(0.7214891411513186+1.1356474423082216e-16j)
(11.700000000000001+0j),(0.34482140538876255+0j),(0.7214559962300312-3.207405102692426e-17j)
(11.72+0j),(0.39085965335903605+0j),(0.7214224398039589-6.341065982553609e-17j)
(11.74+0j),(0.4356619880281961-1.7216190111421863e-21j),(0.7213885877059395-4.7011288653487405e-17j)
(11.76+0j),(0.47910969210686144-1.7607843591019473e-21j),(0.7213545540601176-2.168641414913217e-16j)
(11.78+0j),(0.5210951773913581+0j),(0.7213204509595699-1.5312240477359803e-17j)
(11.8+0j),(0.5615224678778611+0j),(0.7212863881577324+1.2108992336361625e-16j)
(11.82+0j),(0.6003075036443442-3.7124735833501314e-21j),(0.7212524727742943-7.481136368079088e-17j)
(11.84+0j),(0.637378271417098-1.880519258953144e-21j),(0.721218809016144+8.874188817640766e-17j)
(11.86+0j),(0.6726747714679285+0j),(0.7211854979139042+1.1696275005277672e-16j)
(11.88+0j),(0.7061488335952301+0j),(0.7211526370745307+4.335701267551405e-17j)
(11.9+0j),(0.73776379737103-9.654449983540793e-22j),(0.7211203204503808-1.428627392660411e-17j)
(11.92+0j),(0.7674940735708145-9.702057843757292e-22j),(0.7210886381251076-1.1297704695718412e-16j)
(11.94+0j),(0.7953246047576792+9.732355972411222e-22j),(0.7210576761166654+0j)
(11.96+0j),(0.8212502434118911-9.746012548375081e-22j),(0.7210275161976597+1.2419567492114176e-16j)
(11.98+0j),(0.8452750658455139+9.743775226773516e-22j),(0.7209982357332066+2.728201599392648e-17j)
(12+0j),(0.8674116395004952-9.726456157911207e-22j),(0.7209699075364239-2.6968662021003533e-17j)
(12.02+0j),(0.8876802601861951+0j),(0.7209425997415921+1.5995360889603428e-16j)
(12.040000000000001+0j),(0.9061081744610137-9.650057731824634e-22j),(0.7209163756950001-2.6352792614369484e-17j)
(12.06+0j),(0.922728800792536-9.592798743970185e-22j),(0.7208912938634051+0j)
(12.08+0j),(0.937580961425544-1.904814838242799e-21j),(0.7208674077600021-2.5751098031109185e-17j)
(12.1+0j),(0.9507081351226009+4.722409425669444e-22j),(0.720844765887737-2.5455463992893886e-17j)
(12.120000000000001+0j),(0.9621577391822767+1.4033938871115185e-21j),(0.7208234116997496-1.2581625823958486e-16j)
(12.14+0j),(0.9719804474386166-4.629202738894507e-22j),(0.7208033835766844-1.492465266796634e-16j)
(12.16+0j),(0.9802295493434287-9.153044246593042e-22j),(0.7207847148205563+6.761956543946616e-17j)
(12.18+0j),(0.9869603537606018-9.040733052492428e-22j),(0.7207674336648214+7.292024354999819e-17j)
(12.200000000000001+0j),(0.9922296397791789-2.2305738685626015e-22j),(0.7207515633002496-3.003478408353144e-17j)
(12.22+0j),(0.9960951556899547+0j),(0.7207371219161666-1.781409959094107e-17j)
(12.24+0j),(0.9986151662729168+2.167536163422997e-22j),(0.7207241227565825+4.40242995949377e-17j)
(12.26+0j),(0.9998480477067688-5.336175193463077e-23j),(0.7207125741906979-8.703851505222218e-18j)
(12.280000000000001+0j),(0.9998519287301438+1.3128725463451874e-22j),(0.7207024797972429+3.441604243937224e-17j)
(12.3+0j),(0.9986843761458488+0j),(0.7206938384620635+0j)
(12.32+0j),(0.9964021223517049+0j),(0.7206866444883583-1.7025747067385087e-16j)
(12.34+0j),(0.9930608322898007+3.9912230675938047e-22j),(0.7206808877189245-3.601587508860458e-17j)
(12.36+0j),(0.9887149070154564-1.5679492676134307e-21j),(0.7206765536697616+7.942180176741273e-17j)
(12.38+0j),(0.9834173209831066+0j),(0.7206736236743525-4.8731046765370467e-17j)
(12.4+0j),(0.9772194901145551+1.888249991459373e-21j),(0.7206720750379261+0j)
(12.42+0j),(0.9701711677424162+0j),(0.7206718812009884+2.6984692846974863e-16j)
(12.44+0j),(0.962320365596012-1.0900458083021796e-21j),(0.7206730119113959-1.1507010910589831e-16j)
(12.46+0j),(0.9537132971077215+1.425007005476805e-21j),(0.7206754334042368-3.1023011150633413e-17j)
(12.48+0j),(0.9443943404554944+0j),(0.720679108588771+9.200222984250954e-17j)
(12.5+0j),(0.9344060189136001-6.844641536238451e-22j),(0.7206839972416791+1.1115831511832507e-16j)
(12.52+0j),(0.9237889962520697+6.706626591597247e-22j),(0.7206900562058686-9.989481656171095e-18j)
(12.540000000000001+0j),(0.9125820850998153+6.570315681368946e-22j),(0.7206972395940795-1.974998957326735e-17j)
(12.56+0j),(0.9008222663625353+1.930759571799333e-21j),(0.7207054989965351+9.761824919121925e-18j)
(12.58+0j),(0.8885447179605457+0j),(0.72071478369189+1.1579947680932203e-16j)
(12.6+0j),(0.8757828513207753+1.2346123798151431e-21j),(0.7207250408607323+1.1447248526037004e-16j)
(12.620000000000001+0j),(0.8625683542191276+1.2089835236244175e-21j),(0.7207362158009016+0j)
(12.64+0j),(0.8489312387228579-5.919054406206179e-22j),(0.7207482521439039+1.6779609541390651e-16j)
(12.66+0j),(0.8348998931263351+0j),(0.7207610920717027+1.6587341090911365e-16j)
(12.68+0j),(0.8205011369072066+2.2697624717868535e-21j),(0.7207746765332005+5.465759788846011e-17j)
(12.700000000000001+0j),(0.8057602778529923+0j),(0.7207889454597199+1.8010442497968186e-17j)
(12.72+0j),(0.7907011706208452+0j),(0.7208038379788267+5.3412239834326427e-17j)
(12.74+0j),(0.775346276095544+0j),(0.720819292625854-1.408006668382208e-16j)
(12.76+0j),(0.7597167210032828-1.042870271826635e-21j),(0.7208352475525024-3.4796849623590397e-17j)
(12.780000000000001+0j),(0.7438323573219148-2.042199886787452e-21j),(0.7208516407319232+8.599538380978476e-17j)
(12.8+0j),(0.7277118211024876+0j),(0.720868410159709-1.1901408407166522e-16j)
(12.82+0j),(0.7113725903828515-9.790283757340435e-22j),(0.7208854940502474-2.1849364831912603e-16j)
(12.84+0j),(0.6948310419324836+9.587190406481641e-22j),(0.7209028310279141+1.4953162854179978e-16j)
(12.86+0j),(0.6781025066188198+9.388868693647532e-22j),(0.7209203603126203+6.569700359853584e-17j)
(12.88+0j),(0.6612013232304126+1.8390508139134854e-21j),(0.7209380218992428+0j)
(12.9+0j),(0.6441408906311217+0j),(0.7209557567305134+0j)
(12.92+0j),(0.6269337181535344+0j),(0.7209735068629604-6.346437647338195e-17j)
(12.94+0j),(0.6095914741687675-8.641902570010883e-22j),(0.7209912156255311+7.842140173495951e-17j)
(12.96+0j),(0.5921250327948766-1.6932676431563071e-21j),(0.7210088277705626-1.5504544773488226e-16j)
(12.98+0j),(0.5745445187271367-8.2950670152027965e-22j),(0.7210262896167824+1.8392235907091434e-16j)
(13+0j),(0.5568593501914644-1.6255988071168093e-21j),(0.7210435491840812-1.0605848379079353e-16j)
(13.02+0j),(0.5390782800371616-7.965021929143651e-22j),(0.7210605563197975-1.4977567405179023e-17j)
(13.040000000000001+0j),(0.5212094349975978+0j),(0.7210772628163221-1.4805906358798052e-16j)
(13.06+0j),(0.5032603531576859-7.6509821312627825e-22j),(0.7210936225198314-1.4636205932627697e-16j)
(13.08+0j),(0.4852380196751363-7.499712350014325e-22j),(0.7211095914300156+8.681066116566933e-17j)
(13.1+0j),(0.46714890080929855+1.4704280162584322e-21j),(0.7211251277906866+1.287233715535225e-16j)
(13.120000000000001+0j),(0.44899897631623464-2.162448914908509e-21j),(0.7211401921711805+1.2724779467733282e-16j)
(13.14+0j),(0.43079377027284893+7.067679060585965e-22j),(0.7211547475385137-9.78359398760611e-17j)
(13.16+0j),(0.41253838039558355+0j),(0.7211687593202658+4.1448997048412627e-17j)
(13.18+0j),(0.39423750592119694-2.03903500012439e-21j),(0.7211821954582105-8.194758725910967e-17j)
(13.200000000000001+0j),(0.37589547411843605-1.9998509219368174e-21j),(0.7211950264527248+1.3501338518325121e-17j)
(13.22+0j),(0.35751626549988047+0j),(0.7212072253980532-8.007920183399528e-17j)
(13.24+0j),(0.33910353780343777+1.2828225972564163e-21j),(0.7212187680085225-3.9580488593110424e-17j)
(13.26+0j),(0.3206606488126226+1.258494754014355e-21j),(0.7212296326358292+7.82532364643178e-17j)
(13.280000000000001+0j),(0.3021906780840467+0j),(0.7212398002775511+6.446321706776731e-17j)
(13.3+0j),(0.2836964476497197-1.2114985418669587e-21j),(0.7212492545770567+6.372394294877593e-18j)
(13.32+0j),(0.26518054176057115-1.1887924944787987e-21j),(0.7212579818150056+2.8976831136189655e-16j)
(13.34+0j),(0.24664532573647077-1.1665898347156728e-21j),(0.7212659708926694+1.8058481554475422e-16j)
(13.36+0j),(0.22809296398652804-5.72436217373535e-22j),(0.7212732133073037+9.23345896611651e-17j)
(13.38+0j),(0.20952543726223935-1.6854336903111408e-21j),(0.7212797031198365+1.4908328154238784e-16j)
(13.4+0j),(0.19094455920447065+0j),(0.7212854369151537+1.8045693452644253e-17j)
(13.42+0j),(0.17235199224398942-2.164909850746154e-21j),(0.7212904137552748-1.0554554619238902e-16j)
(13.44+0j),(0.15374926291382246+1.062503169907075e-21j),(0.7212946351257314+1.223361520108274e-16j)
(13.46+0j),(0.13513777663037893-1.0429504449384924e-21j),(0.7212981048754781-5.520049407106338e-17j)
(13.48+0j),(0.1165188319991302+1.5356705644427998e-21j),(0.7213008291506707-3.1591528135220095e-17j)
(13.5+0j),(0.09789363469934777-5.024884355544547e-22j),(0.7213028163226671-1.33433288441256e-16j)
(13.52+0j),(0.07926331100148414+2.4663102800090032e-21j),(0.721304076910611+2.0206310193511964e-16j)
(13.540000000000001+0j),(0.06062892096966945+9.684065506471642e-22j),(0.7213046234989662+3.329076436776269e-17j)
(13.56+0j),(0.04199147140113801+1.4259133512087044e-21j),(0.7213044706503848-1.0969588487659548e-17j)
(13.58+0j),(0.023351928553544694-4.66558065515876e-22j),(0.7213036348142913+2.710928100087372e-17j)
(13.6+0j),(0.004711230710607099-3.2056970998751768e-21j),(0.7213021342315644+1.2863132163351468e-16j)
(13.620000000000001+0j),(-0.013929699363893948+1.797972668723386e-21j),(0.7212999888357242-4.238506195800468e-17j)
(13.64+0j),(-0.03256994203413847-2.64696134992602e-21j),(0.7212972201510014+5.237331218772693e-17j)
(13.66+0j),(-0.051208568412780264-2.597705146130582e-21j),(0.721293851187695+1.0354451803500023e-16j)
(13.68+0j),(-0.06984462794450375-1.2745743882654315e-21j),(0.7212899063352128+5.11780896024065e-17j)
(13.700000000000001+0j),(-0.0884771359030312+4.1687520920494407e-22j),(0.7212854112531775-2.023629059055622e-17j)
(13.72+0j),(-0.10710506075178694-1.6359814703800765e-21j),(0.7212803927610021-7.001413023902785e-17j)
(13.74+0j),(-0.12572731131805762+1.2036359208377569e-21j),(0.7212748787263086+4.943611348634622e-17j)
(13.76+0j),(-0.1443427237298468-1.1805554759470318e-21j),(0.7212688979525768-3.9094970327487645e-17j)
(13.780000000000001+0j),(-0.16295004806420574+3.8590848074916528e-22j),(0.7212624800663944+1.545850149440915e-16j)
(13.8+0j),(-0.18154793465477806+3.783755893300754e-22j),(0.7212556554046773+1.1460804706781687e-16j)
(13.82+0j),(-0.20013492000568278-3.709135570661433e-22j),(0.7212484549022169+0j)
(13.84+0j),(-0.21870941225756785+7.270324246850315e-22j),(0.7212409099799004-5.599611562966e-17j)
(13.86+0j),(-0.23726967615083316+8.90443680873804e-22j),(0.7212330524339525+1.2915791820530892e-16j)
(13.88+0j),(-0.25581381742961445+8.722283589085294e-22j),(0.7212249143265134-5.4718046637044754e-17j)
(13.9+0j),(-0.27433976662890336-3.416519230315946e-22j),(0.7212165278778787+1.802999720787313e-17j)
(13.92+0j),(-0.29284526218592083+1.1705869019400816e-21j),(0.721207925360703-1.0693829199246175e-16j)
(13.94+0j),(-0.3113278328152841+1.6364503093135788e-21j),(0.7211991389964493+8.809238025180574e-17j)
(13.96+0j),(-0.329784779086303-4.802344393532293e-22j),(0.7211902008543783+3.4832504899918575e-17j)
(13.98+0j),(-0.3482131541391528-3.1304658533909133e-22j),(0.7211811427533164+1.549471611283721e-16j)
(14+0j),(-0.3666097434754267-1.3767999453947264e-21j),(0.7211719961664717+5.105623819183661e-17j)
(14.02+0j),(-0.38497104375726077-1.0460726231563576e-21j),(0.7211627921295128+0j)
(14.040000000000001+0j),(-0.4032932405478969+1.896755173207342e-21j),(0.7211535611521407-3.3260639694475434e-17j)
(14.06+0j),(-0.4215721849257716+3.559279123232866e-22j),(0.7211443331333406+4.931834247451749e-17j)
(14.08+0j),(-0.43980336890323124+9.024423615597356e-22j),(0.7211351372805107+3.25015370955064e-17j)
(14.1+0j),(-0.4579818995805926+6.765013624716641e-22j),(0.7211260020326272+4.819277409877008e-17j)
(14.120000000000001+0j),(-0.4761024719660239+8.89365708486102e-22j),(0.7211169549875956+4.763967368449201e-17j)
(14.14+0j),(-0.4941593403922188+1.5384957920212559e-21j),(0.7211080228339298-1.569764367625976e-17j)
(14.16+0j),(-0.512146288461553-1.0127695162213102e-21j),(0.721099231286872+1.551749117914756e-17j)
(14.18+0j),(-0.5300565974531074-2.2702072013977946e-23j),(0.7210906050290532+0j)
(14.200000000000001+0j),(-0.5478830131272927-5.287217823128959e-22j),(0.7210821676557811-4.549012751542643e-17j)
(14.22+0j),(-0.5656177108670858-4.982907035557393e-22j),(0.7210739416250235+5.995746349322216e-17j)
(14.24+0j),(-0.5832522590995775-7.168212515363543e-22j),(0.721065948212133+1.4817356715258073e-16j)
(14.26+0j),(-0.6007775809471005-1.5997210125291766e-22j),(0.7210582074693574+0j)
(14.280000000000001+0j),(-0.6181839140648046+1.544965289451231e-21j),(0.7210507381901464+1.158339945493737e-16j)
(14.3+0j),(-0.6354607686306262+1.3905968503297559e-21j),(0.7210435578782625-4.293931782476253e-17j)
(14.32+0j),(-0.6525968834648295-4.781981616574797e-23j),(0.7210366827216846+1.4148873090527597e-17j)
(14.34+0j),(-0.669580180270078-4.5965722171814676e-23j),(0.7210301275712762+1.398652879966133e-16j)
(14.36+0j),(-0.6863977159991705+9.70244401216218e-22j),(0.7210239059241778+1.6591261609286947e-16j)
(14.38+0j),(-0.7030356333772294+0j),(0.7210180299118685+2.0501128834333968e-16j)
(14.4+0j),(-0.719479109627958+3.227783347741269e-22j),(0.7210125102928291-2.7021222374889968e-17j)
(14.42+0j),(-0.7357123034806374-2.3074556182013306e-22j),(0.7210073564497234+2.3372310866558233e-16j)
(14.44+0j),(-0.7517183005657924+1.1699514714990606e-21j),(0.721002576391008+1.1882145144832881e-16j)
(14.46+0j),(-0.7674790573439328-7.624937632255797e-22j),(0.7209981767568562-5.872915114189466e-17j)
(14.48+0j),(-0.7829753437534633+3.27527376291942e-22j),(0.7209941628292903+1.2901202815819021e-17j)
(14.5+0j),(-0.7981866848120419-7.402753329254357e-22j),(0.7209905385463871+2.5506408800611276e-17j)
(14.52+0j),(-0.8130913014600736-9.2599800071869e-22j),(0.7209873065204169-5.3579356193021075e-17j)
(14.540000000000001+0j),(-0.8276660509972565+1.405741653703717e-21j),(0.7209844680597802-1.9004995247313168e-16j)
(14.56+0j),(-0.8418863675329289-2.0109045885958573e-22j),(0.7209820231945716+1.3166293374695768e-16j)
(14.58+0j),(-0.8557262029494819+4.649946517741495e-22j),(0.7209799707056201-1.6154916202677983e-16j)
(14.6+0j),(-0.8691579689658626-8.551275028548378e-23j),(0.7209783081568264-1.1586904727746347e-16j)
(14.620000000000001+0j),(-0.8821524809853961-1.562136481634643e-22j),(0.7209770319306241+1.42803139715979e-16j)
(14.64+0j),(-0.8946789045196528-1.2036672637737407e-21j),(0.7209761372663811+9.411013860385652e-17j)
(14.66+0j),(-0.9067047050978553-5.726685837689204e-22j),(0.7209756183015475-4.07009443698658e-17j)
(14.68+0j),(-0.9181956026995725-5.09519651914728e-22j),(0.7209754681153683+5.1729593619144176e-17j)
(14.700000000000001+0j),(-0.9291155318872101+9.459431224948181e-22j),(0.7209756787749492-1.1931802439053466e-16j)
(14.72+0j),(-0.9394266089633072-2.159258181236451e-22j),(0.7209762413834894+1.909659617018021e-16j)
(14.74+0j),(-0.9490891076356187+4.421874381507603e-22j),(0.7209771461304743-2.2208918373653652e-17j)
(14.76+0j),(-0.9580614448385518+9.246464277148854e-22j),(0.7209783823436162-1.0977105994552001e-16j)
(14.780000000000001+0j),(-0.9663001785314255+1.5090588698345918e-22j),(0.7209799385423542-1.0851215146888121e-16j)
(14.8+0j),(-0.97376001946952-6.16585714032945e-22j),(0.7209818024926979+5.363384850930293e-17j)
(14.82+0j),(-0.9803938591196569+1.207647759612421e-22j),(0.7209839612632098+0j)
(14.84+0j),(-0.9861528160642747+0j),(0.7209864012819266+2.620537059146823e-16j)
(14.86+0j),(-0.9909863034010983+1.3608728519133252e-22j),(0.7209891083940209+2.0723878623392862e-17j)
(14.88+0j),(-0.994842119793661-4.997048530811731e-23j),(0.7209920679199907+0j)
(14.9+0j),(-0.9976665669533115-1.5313332001792704e-23j),(0.7209952647141986-6.075386554357599e-17j)
(14.92+0j),(-0.999404596427469-7.940630127957144e-24j),(0.7209986832235468-4.0038105473893504e-17j)
(14.94+0j),(-0.9999999886214347-3.6621992960601124e-28j),(0.7210023075461164+1.3852636995108371e-16j)
