phi,Spinx,Spiny
(1.4906859682708353+0j),(-0.2798627264916863+0j),(0.960040027457522+0j)
(1.535070747955688+0j),(-0.34743661903344925+0j),(0.9377034689893208+0j)
(1.6065219056341054+0j),(-0.45005842394189155+0j),(0.8929991125633556+0j)
(1.650906685318958+0j),(-0.5078246970042315+0j),(0.861460432702838+0j)
(1.678577722770731+0j),(-0.5410350910404402+0j),(0.8410000179921894+0j)
(1.7006958470814277+0j),(-0.5659531017096054+0j),(0.824437436477309+0j)
(1.719755779159455+0j),(-0.5862560726643532+0j),(0.8101258033565952+0j)
(1.7368144008334068+0j),(-0.6035166122406442+0j),(0.7973504240605732+0j)
(1.752436621406861+0j),(-0.6185824051167594+0j),(0.7857199297968491+0j)
(1.7669660516130936+0j),(-0.631973011233577+0j),(0.7749903954710441+0j)
(1.780629928817676+0j),(-0.6440344030987538+0j),(0.7649965278517492+0j)
(1.7935876494417096+0j),(-0.655010773123845+0j),(0.7556195385851949+0j)
(1.8059560361768+0j),(-0.6650820868579672+0j),(0.7467702576700893+0j)
(1.8178236681643374+0j),(-0.6743854757880607+0j),(0.7383794620966315+0j)
(1.8292595551486788+0j),(-0.6830282432322365+0j),(0.7303919625427739+0j)
(1.8403186647050198+0j),(-0.6910961874289228+0j),(0.7227627963040207+0j)
(1.8510455938920571+0j),(-0.6986591537340423+0j),(0.7154546714527986+0j)
(1.8614770937548761+0j),(-0.7057748678267173+0j),(0.7084361904534381+0j)
(1.871643856172062+0j),(-0.7124916597171383+0j),(0.7016805789200081+0j)
(1.8815718103133394+0j),(-0.7188504478346688+0j),(0.695164752880852+0j)
(1.8912830836535621+0j),(-0.7248862152662671+0j),(0.6888686194891935+0j)
(1.9007967277829252+0j),(-0.730629128711427+0j),(0.6827745427872814+0j)
(1.9101292756857682+0j),(-0.7361054005864135+0j),(0.6768669287441336+0j)
(1.9192951759267916+0j),(-0.7413379629204087+0j),(0.671131898163855+0j)
(1.9283071353875627+0j),(-0.7463470009806156+0j),(0.6655570254510437+0j)
(1.9371763930167976+0j),(-0.7511503807528883+0j),(0.6601311275002802+0j)
(1.9459129408192009+0j),(-0.7557639949952994+0j),(0.6548440912681011+0j)
(1.9545257039857624+0j),(-0.7602020460478968+0j),(0.649686731574989+0j)
(1.9630226890220983+0j),(-0.7644772789651757+0j),(0.6446506728034966+0j)
(1.9714111065504263+0j),(-0.7686011752243344+0j),(0.6397282496840139+0j)
(1.9796974738764983+0j),(-0.7725841148498491+0j),(0.6349124234740373+0j)
(1.9878877012470166+0j),(-0.776435513015257+0j),(0.6301967106616274+0j)
(1.9959871648545264+0j),(-0.7801639358541647+0j),(0.6255751219418327+0j)
(2.0040007689926806+0j),(-0.7837771992092292+0j),(0.6210421096831811+0j)
(2.0119329992667963+0j),(-0.7872824532824253+0j),(0.6165925224600167+0j)
(2.019787968382104+0j),(-0.7906862555604476+0j),(0.6122215655036978+0j)
(2.0275694557353585+0j),(-0.7939946339309366+0j),(0.6079247661420598+0j)
(2.035280941803602+0j),(-0.7972131415462633+0j),(0.603697943466712+0j)
(2.0429256381410745+0j),(-0.8003469047081014+0j),(0.5995371816027437+0j)
(2.0505065136501703+0j),(-0.8034006648204639+0j),(0.5954388060632569+0j)
(2.0580263176764295+0j),(-0.8063788152782747+0j),(0.5913993627578629+0j)
(2.0654876003841944+0j),(-0.8092854340128646+0j),(0.5874155992945791+0j)
(2.0728927307941185+0j),(-0.8121243122977031+0j),(0.5834844482717452+0j)
(2.0802439128021777+0j),(-0.8148989803212817+0j),(0.5796030123035381+0j)
(2.087543199449564+0j),(-0.8176127299550615+0j),(0.575768550561275+0j)
(2.0947925056713825+0j),(-0.8202686350792127+0j),(0.5719784666447556+0j)
(2.1019936197178763+0j),(-0.8228695697749161+0j),(0.5682302976245149+0j)
(2.1091482134134156+0j),(-0.8254182246470533+0j),(0.5645217041181914+0j)
(2.116257851394782+0j),(-0.8279171215035556+0j),(0.5608504612829223+0j)
(2.123323999450353+0j),(-0.8303686265861592+0j),(0.5572144506214961+0j)
(2.1303480320650823+0j),(-0.8327749625207284+0j),(0.553611652513384+0j)
(2.137331239261999+0j),(-0.8351382191328309+0j),(0.5500401393931573+0j)
(2.144274832818985+0j),(-0.8374603632551537+0j),(0.5464980695085266+0j)
(2.1511799519293793+0j),(-0.8397432476370782+0j),(0.5429836811985539+0j)
(2.1580476683662404+0j),(-0.8419886190528256+0j),(0.5394952876397677+0j)
(2.1648789912026665+0j),(-0.8441981256926523+0j),(0.5360312720140619+0j)
(2.1716748711341256+0j),(-0.8463733239113085+0j),(0.5325900830576207+0j)
(2.178436204443272+0j),(-0.8485156843991299+0j),(0.5291702309547242+0j)
(2.1851638366429045+0j),(-0.8506265978334449+0j),(0.5257702835443429+0j)
(2.191858565828635+0j),(-0.8527073800613609+0j),(0.5223888628109234+0j)
(2.198521145769197+0j),(-0.854759276859186+0j),(0.5190246416338647+0j)
(2.205152288759235+0j),(-0.8567834683087132+0j),(0.5156763407728653+0j)
(2.2117526682566524+0j),(-0.8587810728261807+0j),(0.512342726068707+0j)
(2.218322921324206+0j),(-0.8607531508758522+0j),(0.5090226058411282+0j)
(2.2248636508929676+0j),(-0.8627007083967846+0j),(0.5057148284672758+0j)
(2.231375427863372+0j),(-0.8646246999683477+0j),(0.5024182801258777+0j)
(2.2378587930580056+0j),(-0.866526031737441+0j),(0.49913188269370595+0j)
(2.244314259038792+0j),(-0.8684055641280128+0j),(0.49585459178221575+0j)
(2.250742311800026+0j),(-0.8702641143514442+0j),(0.49258539490335734+0j)
(2.2571434123475123+0j),(-0.8721024587345112+0j),(0.4893233097546246+0j)
(2.2635179981731266+0j),(-0.8739213348800362+0j),(0.4860673826142787+0j)
(2.2698664846331793+0j),(-0.8757214436738763+0j),(0.4828166868385371+0j)
(2.276189266238205+0j),(-0.8775034511506183+0j),(0.4795703214532302+0j)
(2.2824867178610586+0j),(-0.8792679902291926+0j),(0.47632740983310695+0j)
(2.288759195869599+0j),(-0.8810156623285884+0j),(0.4730870984625546+0j)
(2.295007039189649+0j),(-0.8827470388729348+0j),(0.4698485557720334+0j)
(2.301230570303419+0j),(-0.8844626626943726+0j),(0.4666109710450245+0j)
(2.3074300961881358+0j),(-0.8861630493414119+0j),(0.4633735533907069+0j)
(2.3136059091991767+0j),(-0.887848688299785+0j),(0.4601355307779998+0j)
(2.319758287901688+0j),(-0.8895200441322139+0j),(0.45689614912693743+0j)
(2.325887497854266+0j),(-0.8911775575429577+0j),(0.4536546714537043+0j)
(2.3319937923480487+0j),(-0.8928216463725174+0j),(0.45041037706592363+0j)
(2.3380774131042252+0j),(-0.8944527065274273+0j),(0.4471625608050837+0j)
(2.3441385909327868+0j),(-0.8960711128496647+0j),(0.44391053233322103+0j)
(2.3501775463550483+0j),(-0.8976772199298343+0j),(0.4406536154612195+0j)
(2.3561944901923453+0j),(-0.8992713628679646+0j),(0.4373911475162634+0j)
(2.3621896241230442+0j),(-0.9008538579854385+0j),(0.43412247874620785+0j)
(2.3681631412099042+0j),(-0.9024250034913172+0j),(0.4308469717587627+0j)
(2.3741152263996352+0j),(-0.9039850801060627+0j),(0.4275640009935771+0j)
(2.380046056996355+0j),(-0.9055343516454307+0j),(0.42427295222543887+0j)
(2.3859558031105608+0j),(-0.9070730655671143+0j),(0.42097322209693766+0j)
(2.3918446280850505+0j),(-0.9086014534825074+0j),(0.41766421767907685+0j)
(2.397712688899194+0j),(-0.9101197316358073+0j),(0.41434535605840483+0j)
(2.403560136552779+0j),(-0.9116281013524967+0j),(0.41101606394938145+0j)
(2.409387116430648+0j),(-0.9131267494591171+0j),(0.4076757773307445+0j)
(2.4151937686491816+0j),(-0.9146158486761019+0j),(0.4043239411047709+0j)
(2.4209802283856767+0j),(-0.9160955579853237+0j),(0.40096000877837984+0j)
(2.426746626191538+0j),(-0.9175660229738951+0j),(0.3975834421651256+0j)
(2.4324930882901956+0j),(-0.9190273761556612+0j),(0.3941937111071675+0j)
(2.4382197368605465+0j),(-0.9204797372717308+0j),(0.3907902932164072+0j)
(2.4439266903067067+0j),(-0.9219232135713036+0j),(0.38737267363400957+0j)
(2.4496140635147934+0j),(-0.923357900073977+0j),(0.38394034480759576+0j)
(2.4552819680973927+0j),(-0.9247838798146382+0j),(0.3804928062854603+0j)
(2.4609305126263776+0j),(-0.9262012240719888+0j),(0.3770295645271727+0j)
(2.4665598028546287+0j),(-0.9276099925816794+0j),(0.3735501327300216+0j)
(2.472169941927245+0j),(-0.9290102337349816+0j),(0.37005403067075915+0j)
(2.4777610305827444+0j),(-0.9304019847638749+0j),(0.36654078456215816+0j)
(2.4833331673447576+0j),(-0.9317852719133751+0j),(0.3630099269239312+0j)
(2.4888864487046614+0j),(-0.9331601106018852+0j),(0.3594609964675965+0j)
(2.4944209692956063+0j),(-0.9345265055703252+0j),(0.35589353799488566+0j)
(2.4999368220583174+0j),(-0.9358844510207354+0j),(0.3523071023093588+0j)
(2.5054340983990846+0j),(-0.9372339307450456+0j),(0.34870124614086345+0j)
(2.51091288834028+0j),(-0.9385749182446451+0j),(0.3450755320825542+0j)
(2.51637328066376+0j),(-0.9399073768413775+0j),(0.3414295285401676+0j)
(2.5218153630474767+0j),(-0.9412312597805548+0j),(0.33776280969329664+0j)
(2.5272392221955893+0j),(-0.9425465103265587+0j),(0.3340749554684195+0j)
(2.532644943962392+0j),(-0.9438530618515855+0j),(0.33036555152344105+0j)
(2.5380326134703037+0j),(-0.9451508379180567+0j),(0.3266341892435569+0j)
(2.543402315222205+0j),(-0.9464397523552216+0j),(0.3228804657482194+0j)
(2.5487541332083556+0j),(-0.9477197093304437+0j),(0.3191039839090382+0j)
(2.554088151008129+0j),(-0.9489906034156582+0j),(0.3153043523784366+0j)
(2.559404451886792+0j),(-0.9502523196494778+0j),(0.3114811856289029+0j)
(2.564703118887536+0j),(-0.9515047335954046+0j),(0.30763410400269087+0j)
(2.569984234918961+0j),(-0.9527477113966062+0j),(0.30376273377181995+0j)
(2.5752478828382106+0j),(-0.9539811098276971+0j),(0.29986670720824526+0j)
(2.5804941455299315+0j),(-0.9552047763439651+0j),(0.2959456626640705+0j)
(2.58572310598124+0j),(-0.9564185491284725+0j),(0.2919992446616735+0j)
(2.590934847352856+0j),(-0.9576222571374592+0j),(0.2880271039936318+0j)
(2.5961294530465646+0j),(-0.9588157201444656+0j),(0.28402889783233315+0j)
(2.601307006769157+0j),(-0.9599987487835981+0j),(0.2800042898491488+0j)
(2.606467592592994+0j),(-0.9611711445923425+0j),(0.2759529503430721+0j)
(2.611611295013333+0j),(-0.9623327000543468+0j),(0.2718745563786921+0j)
(2.6167381990025422+0j),(-0.963483198642573+0j),(0.2677687919334069+0j)
(2.6218483900613436+0j),(-0.9646224148632349+0j),(0.2636353480537485+0j)
(2.626941954267189+0j),(-0.965750114300922+0j),(0.2594739230207078+0j)
(2.6320189783198935+0j),(-0.966866053665319+0j),(0.2552842225239402+0j)
(2.6370795495846386+0j),(-0.9679699808399272+0j),(0.2510659598447214+0j)
(2.6421237561324467+0j),(-0.9690616349331926+0j),(0.2468188560475229+0j)
(2.64715168677823+0j),(-0.9701407463324483+0j),(0.2425426401800731+0j)
(2.6521634311165125+0j),(-0.9712070367610756+0j),(0.2382370494817525+0j)
(2.6571590795549223+0j),(-0.9722602193392939+0j),(0.2339018296001728+0j)
(2.6621387233455334+0j),(-0.9732999986489841+0j),(0.22953673481577566+0j)
(2.6671024546141573+0j),(-0.9743260708029546+0j),(0.2251415282742744+0j)
(2.6720503663876563+0j),(-0.9753381235190584+0j),(0.2207159822267574+0j)
(2.6769825526193642+0j),(-0.9763358361995672+0j),(0.21625987827725188+0j)
(2.6818991082126877+0j),(-0.9773188800162156+0j),(0.2117730076375417+0j)
(2.686800129042965+0j),(-0.978286918001316+0j),(0.20725517138900695+0j)
(2.6916857119776516+0j),(-0.9792396051453603+0j),(0.2027061807512515+0j)
(2.6965559548948974+0j),(-0.9801765885015057+0j),(0.19812585735726201+0j)
(2.701410956700587+0j),(-0.9810975072973553+0j),(0.19351403353482122+0j)
(2.7062508173439004+0j),(-0.9820019930544329+0j),(0.18887055259389018+0j)
(2.711075637831459+0j),(-0.9828896697157526+0j),(0.18419526911964618+0j)
(2.7158855202401115+0j),(-0.9837601537818785+0j),(0.17948804927084958+0j)
(2.720680567728417+0j),(-0.9846130544558678+0j),(0.17474877108319367+0j)
(2.725460884546881+0j),(-0.9854479737974837+0j),(0.1699773247772595+0j)
(2.730226576046994+0j),(-0.9862645068870585+0j),(0.16517361307069467+0j)
(2.734977748689121+0j),(-0.9870622419993819+0j),(0.16033755149419618+0j)
(2.7397145100492937+0j),(-0.9878407607879812+0j),(0.15546906871086094+0j)
(2.7444369688249504+0j),(-0.9885996384801518+0j),(0.15056810683844568+0j)
(2.749145234839664+0j),(-0.9893384440830799+0j),(0.14563462177405004+0j)
(2.7538394190469093+0j),(-0.9900567406014043+0j),(0.14066858352071362+0j)
(2.7585196335328996+0j),(-0.9907540852665271+0j),(0.13566997651539328+0j)
(2.763185991518542+0j),(-0.991430029777995+0j),(0.13063879995776187+0j)
(2.7678386073605425+0j),(-0.9920841205572366+0j),(0.12557506813923985+0j)
(2.772477596551705+0j),(-0.9927158990139369+0j),(0.12047881077165087+0j)
(2.7771030757204476+0j),(-0.9933249018253073+0j),(0.11535007331486183+0j)
(2.781715162629583+0j),(-0.9939106612284869+0j),(0.11018891730274864+0j)
(2.7863139761743865+0j),(-0.9944727053262972+0j),(0.104995420666789+0j)
(2.7908996363799865+0j),(-0.9950105584065363+0j),(0.09976967805657773+0j)
(2.795472264398108+0j),(-0.9955237412749893+0j),(0.09451180115651417+0j)
(2.800031982503192+0j),(-0.9960117716022894+0j),(0.08922191899790619+0j)
(2.8045789140879296+0j),(-0.9964741642847473+0j),(0.08390017826568885+0j)
(2.8091131836582264+0j),(-0.9969104318192282+0j),(0.0785467435989558+0j)
(2.8136349168276285+0j),(-0.9973200846921284+0j),(0.07316179788445627+0j)
(2.8181442403112333+0j),(-0.9977026317824677+0j),(0.0677455425422074+0j)
(2.8226412819191085+0j),(-0.9980575807790754+0j),(0.06229819780233902+0j)
(2.827126170549241+0j),(-0.9983844386118161+0j),(0.05682000297227015+0j)
(2.83159903618004+0j),(-0.998682711896753+0j),(0.0513112166933049+0j)
(2.8360600098624116+0j),(-0.9989519073951147+0j),(0.04577211718570934+0j)
(2.8405092237114262+0j),(-0.9991915324858825+0j),(0.04020300248132982+0j)
(2.8449468108975986+0j),(-0.9994010956517699+0j),(0.034604190642781606+0j)
(2.849372905637799+0j),(-0.9995801069783251+0j),(0.028976019968246683+0j)
(2.8537876431858096+0j),(-0.9997280786658335+0j),(0.02331884918089547+0j)
(2.8581911598225456+0j),(-0.9998445255536516+0j),(0.017633057601951756+0j)
(2.8625835928459593+0j),(-0.9999289656565531+0j),(0.01191904530641044+0j)
(2.8669650805606355+0j),(-0.9999809207126137+0j),(0.006177233260422487+0j)
(2.8713357622671007+0j),(-0.9999999167421114+0j),(0.00040806343935911475+0j)
(2.875695778250853+0j),(-0.999985484616863+0j),(-0.005388001074419723+0j)
(2.8800452697711316+0j),(-0.9999371606393652+0j),(-0.011210476015066799+0j)
(2.8843843790494366+0j),(-0.9998544871310528+0j),(-0.017058855878973173+0j)
(2.8887132492578083+0j),(-0.9997370130289288+0j),(-0.022932613893658135+0j)
(2.893032024506884+0j),(-0.9995842944897722+0j),(-0.02883120201074876+0j)
(2.897340849833736+0j),(-0.9993958955010653+0j),(-0.03475405092393667+0j)
(2.9016398711895075+0j),(-0.9991713884977361+0j),(-0.04070057011278968+0j)
(2.9059292354268527+0j),(-0.998910354983747+0j),(-0.046670147913250075+0j)
(2.9102090902871933+0j),(-0.9986123861575188+0j),(-0.05266215161562089+0j)
(2.9144795843877955+0j),(-0.998277083540116+0j),(-0.0586759275907944+0j)
(2.918740867208686+0j),(-0.9979040596050742+0j),(-0.06471080144545277+0j)
(2.922993089079401+0j),(-0.9974929384086975+0j),(-0.07076607820688413+0j)
(2.927236401165593+0j),(-0.9970433562196108+0j),(-0.07684104253804963+0j)
(2.931470955455485+0j),(-0.9965549621463009+0j),(-0.08293495898343896+0j)
(2.9356969047461963+0j),(-0.9960274187613396+0j),(-0.08904707224621759+0j)
(2.9399144026299306+0j),(-0.995460402720945+0j),(-0.09517660749708409+0j)
(2.944123603480049+0j),(-0.9948536053784969+0j),(-0.10132277071520686+0j)
(2.9483246624370185+0j),(-0.9942067333905884+0j),(-0.10748474906150966+0j)
(2.9525177353942524+0j),(-0.9935195093141734+0j),(-0.11366171128451459+0j)
(2.956702978983846+0j),(-0.9927916721933318+0j),(-0.11985280815887657+0j)
(2.9608805505622073+0j),(-0.9920229781341674+0j),(-0.12605717295662955+0j)
(2.965050608195596+0j),(-0.9912132008663285+0j),(-0.13227392195110765+0j)
(2.9692133106455674+0j),(-0.9903621322896312+0j),(-0.138502154953399+0j)
(2.973368817354335+0j),(-0.9894695830042616+0j),(-0.14474095588109423+0j)
(2.9775172884300454+0j),(-0.9885353828230332+0j),(-0.15098939335900122+0j)
(2.981658884631975+0j),(-0.9875593812641774+0j),(-0.15724652135139627+0j)
(2.9857937673556587+0j),(-0.9865414480231579+0j),(-0.16351137982529193+0j)
(2.9899220986179373+0j),(-0.9854814734220202+0j),(-0.16978299544407893+0j)
(2.994044041041946+0j),(-0.9843793688348045+0j),(-0.1760603822908266+0j)
(2.9981597578420334+0j),(-0.9832350670875846+0j),(-0.182342542620402+0j)
(3.0022694128086234+0j),(-0.9820485228317289+0j),(-0.18862846763948207+0j)
(3.0063731702930143+0j),(-0.9808197128890254+0j),(-0.194917138313412+0j)
(3.0104711951921255+0j),(-0.9795486365673545+0j),(-0.20120752619879106+0j)
(3.014563652933192+0j),(-0.9782353159456558+0j),(-0.20749859430054737+0j)
(3.018650709458403+0j),(-0.9768797961269955+0j),(-0.2137892979521654+0j)
(3.022732531209504+0j),(-0.9754821454585998+0j),(-0.22007858571766462+0j)
(3.026809285112339+0j),(-0.9740424557178069+0j),(-0.22636540031379412+0j)
(3.0308811385613637+0j),(-0.9725608422629608+0j),(-0.23264867955086369+0j)
(3.034948259404104+0j),(-0.9710374441483562+0j),(-0.23892735729051262+0j)
(3.039010815925588+0j),(-0.9694724242024355+0j),(-0.24520036441867907+0j)
(3.043068976832731+0j),(-0.967865969068538+0j),(-0.2514666298319123+0j)
(3.0471229112386906+0j),(-0.9662182892075907+0j),(-0.2577250814351537+0j)
(3.0511727886471873+0j),(-0.9645296188622496+0j),(-0.26397464714900887+0j)
(3.0552187789367915+0j),(-0.9628002159820945+0j),(-0.2702142559245018+0j)
(3.0592610523451826+0j),(-0.9610303621096021+0j),(-0.2764428387632552+0j)
(3.0632997794533785+0j),(-0.95922036222673+0j),(-0.28265932974098185+0j)
(3.0673351311699384+0j),(-0.9573705445620658+0j),(-0.2888626670321622+0j)
(3.0713672787151394+0j),(-0.9554812603586124+0j),(-0.29505179393373904+0j)
(3.075396393605131+0j),(-0.9535528836023991+0j),(-0.30122565988565714+0j)
(3.0794226476360653+0j),(-0.9515858107122322+0j),(-0.3073832214860527+0j)
(3.0834462128682074+0j),(-0.9495804601910165+0j),(-0.31352344349891553+0j)
(3.087467261610023+0j),(-0.9475372722392025+0j),(-0.3196452998520257+0j)
(3.091485966402253+0j),(-0.9454567083310308+0j),(-0.3257477746230239+0j)
(3.0955025000019654+0j),(-0.9433392507543608+0j),(-0.3318298630114556+0j)
(3.099517035366595+0j),(-0.9411854021149954+0j),(-0.3378905722946922+0j)
(3.103529745637967+0j),(-0.9389956848065115+0j),(-0.34392892276566445+0j)
(3.1075408041263057+0j),(-0.9367706404467284+0j),(-0.34994394865038964+0j)
(3.1115503842942354+0j),(-0.9345108292820384+0j),(-0.355934699003338+0j)
(3.1155586597407665+0j),(-0.9322168295609374+0j),(-0.36190023857874754+0j)
(3.119565804185272+0j),(-0.9298892368781749+0j),(-0.36783964867605784+0j)
(3.1235719914514566+0j),(-0.9275286634910417+0j),(-0.3737520279577385+0j)
(3.12757739545132+0j),(-0.9251357376093894+0j),(-0.3796364932378485+0j)
(3.131582190169111+0j),(-0.9227111026610615+0j),(-0.3854921802397662+0j)
(3.1355865496452755+0j),(-0.9202554165344744+0j),(-0.3913182443216275+0j)
(3.1395906479604054+0j),(-0.9177693508001601+0j),(-0.3971138611681202+0j)
